Word,AROU,VAL,DOM,CNC,IMAG,FAM,SIZE,GEND
calendar,0,1,0,1,1,1,0,0
calf,0,1,1,1,1,1,0,0
calf (cow),0,1,0,1,1,1,0,0
calf (muscle),0,1,1,1,1,1,0,1
call,1,1,1,0,0,1,0,0
call (shout),1,0,1,1,0,1,1,1
call (telephone),0,1,1,1,1,1,0,0
call (visit),0,1,1,0,0,1,0,0
calm,0,1,1,0,0,1,0,0
camel,0,1,1,1,1,0,1,1
camera,1,1,1,1,1,1,0,0
camouflage,1,1,1,1,1,0,0,1
camp,0,1,0,1,1,1,0,1
camp (effeminate),0,0,0,0,1,0,0,0
camp (tents),0,1,0,1,1,1,0,1
camper,0,1,1,1,1,0,1,1
campus,0,1,1,1,1,1,1,1
canal,0,0,0,1,1,0,1,0
cancer,0,0,0,1,0,1,1,1
candidate,0,1,1,0,0,0,1,1
candle,1,1,1,1,1,1,0,0
candy,1,1,1,1,1,1,0,0
candyfloss,1,1,1,1,1,0,0,0
cane,0,0,0,1,1,0,0,1
cane (beat),0,0,0,1,1,0,0,1
cane (stick),1,0,0,1,1,0,0,1
cane (sugar),0,1,0,1,1,0,0,0
cannon,1,0,1,1,1,0,1,1
canoe,0,1,1,1,1,0,0,1
canyon,0,1,0,1,1,0,1,1
cap,0,0,1,1,1,0,0,1
cap (hat),0,1,1,1,1,1,0,1
cap (limit),0,0,0,0,0,0,1,1
capable,1,1,1,0,0,1,1,0
capacity,0,0,1,0,0,0,1,1
cape,0,1,1,1,1,0,0,1
captivate,1,1,1,0,0,0,1,0
captivating,1,1,1,0,0,0,1,0
captive,1,0,0,0,0,0,1,1
capture,1,0,0,0,1,0,1,1
car,1,1,1,1,1,1,1,1
caravan,0,1,1,1,1,1,1,1
carbohydrate,0,1,1,1,0,1,0,0
carbon,0,0,0,1,0,0,0,1
carcass,0,0,0,1,1,0,0,1
card,0,1,1,1,1,1,0,0
care,1,1,1,0,0,1,1,0
career,1,1,1,0,0,1,1,1
careful,0,1,0,0,0,1,0,0
caress,1,1,1,0,0,0,0,0
carnival,1,1,1,1,1,0,1,0
carol,0,1,1,1,0,0,0,0
carp,0,0,1,1,1,0,0,1
carpenter,0,1,1,1,1,0,0,1
carpet,0,0,1,1,1,1,0,0
carriage,0,1,1,1,1,0,1,0
carrot,0,1,1,1,1,1,0,0
carry,0,1,1,1,0,1,0,1
carve,0,0,1,0,1,0,0,1
case,0,0,0,1,1,1,0,0
case (container),0,0,0,1,1,1,0,0
case (instance),0,0,0,0,0,1,0,1
case (legal),0,0,0,0,0,0,1,1
cash,1,1,1,1,1,1,1,1
cashier,0,1,0,1,1,1,0,0
casino,1,0,0,1,1,0,1,1
cast,0,0,0,1,0,0,0,0
cast (actors),1,1,0,1,1,1,1,1
cast (plaster bandage),0,0,0,1,1,0,0,1
cast (throw),0,0,1,0,0,0,1,1
castle,1,1,1,1,1,1,1,1
casual,0,1,1,0,0,1,0,1
casualty,0,0,0,1,0,0,1,1
cat,0,1,1,1,1,1,0,0
catapult,1,0,1,1,1,0,1,1
catastrophe,1,0,0,0,1,0,1,1
catch,1,1,1,0,0,1,0,1
catch (a ball),1,1,1,1,1,1,0,1
catch (drawback),0,0,0,0,0,0,0,1
catch (restraint),1,0,0,0,0,1,0,1
catch (romantic),1,1,1,0,0,0,1,0
caterpillar,0,1,1,1,1,1,0,0
cathedral,0,1,0,1,1,0,1,0
cattle,0,1,1,1,1,0,1,1
caught,1,0,0,0,0,1,0,1
cauliflower,0,1,1,1,1,1,0,0
caution,1,0,0,0,0,0,1,1
cautious,0,0,0,0,0,1,0,0
cave,0,0,0,1,1,1,1,1
caviar,0,1,1,1,1,0,0,0
cavity,0,0,0,1,1,0,0,1
cease,0,0,0,0,0,0,1,1
ceiling,0,0,0,1,1,1,1,0
celebrate,1,1,1,0,1,1,1,0
celebration,1,1,1,0,1,1,1,0
celebrity,1,1,0,0,1,1,1,0
celery,0,0,1,1,1,1,0,0
cell,0,0,0,1,1,0,0,1
cell (biological),0,1,0,1,1,1,0,0
cell (jail),0,0,0,1,1,0,0,1
cellar,0,0,0,1,1,0,0,1
cello,0,1,1,1,1,0,1,0
cells,0,0,0,1,1,1,0,1
cement,0,0,1,1,1,0,1,1
cemetery,0,0,0,1,1,0,1,1
cervix,0,1,1,1,1,0,0,0
chain,1,0,0,1,1,1,0,1
chair,0,1,1,1,1,1,0,1
chair (head),0,1,0,1,0,0,1,1
chair (seat),0,1,1,1,1,1,0,0
chalice,1,1,1,1,1,0,0,0
chalk,0,0,0,1,1,0,0,0
chameleon,1,1,1,1,1,0,0,1
champion,1,1,1,1,1,1,1,1
chance,1,1,0,0,0,1,1,0
chandelier,1,1,1,1,1,0,0,0
change,1,1,1,0,0,1,1,0
change (coins),0,1,1,1,1,1,0,0
change (transform),1,1,1,0,0,1,1,0
chaos,1,0,0,0,1,1,1,1
chaotic,1,0,0,0,0,0,1,1
chapel,0,1,0,1,1,0,1,0
charge,0,0,1,0,0,1,1,1
charge (card),0,0,0,0,0,1,0,1
charge (dependent),0,0,0,0,0,0,0,1
charge (electric),1,1,0,0,0,1,1,1
charge (price),0,0,0,0,0,1,1,1
charge (rush),1,0,1,0,0,0,1,1
charity,0,1,1,0,0,1,1,0
charlatan,1,0,0,0,0,0,1,1
charm,1,1,1,0,0,1,1,0
charm (lucky),1,1,1,0,1,1,0,0
charm (social allure),1,1,1,0,0,0,1,0
charming,1,1,1,0,0,1,1,1
chasm,1,0,0,0,0,0,1,1
chauffeur,0,1,1,1,1,0,0,1
cheap,1,1,0,0,0,1,0,0
check,0,0,0,0,0,1,0,0
cheek,0,0,1,1,1,1,0,0
cheer,1,1,1,0,1,1,1,0
cheer (happiness),1,1,1,0,1,1,1,0
cheer (support),1,1,1,0,1,1,1,0
cheerful,1,1,1,0,1,1,1,0
cheers,1,1,1,0,0,1,1,1
cheese,1,1,1,1,1,1,0,0
cheetah,1,1,0,1,1,1,1,0
chef,1,1,1,1,1,1,0,1
chemist,0,1,0,1,1,1,0,1
chemistry,1,1,1,1,1,1,1,1
chemistry (rapport),1,1,1,0,0,1,1,0
chemistry (science),1,1,1,1,0,1,1,1
cheque,1,1,1,1,1,1,0,0
cherry,1,1,0,1,1,1,0,0
chess,0,1,1,1,1,1,0,1
chest,1,1,1,1,1,1,0,0
chest (cabinet),0,1,1,1,1,1,0,0
chest (torso),1,1,1,1,1,1,0,1
chestnut,0,1,1,1,1,0,0,0
chew,0,1,1,1,1,1,0,1
chewy,0,0,0,0,0,0,0,1
chief,1,1,1,1,1,0,1,1
chihuahua,0,0,1,1,1,0,0,0
child,0,1,0,1,1,1,0,0
children,1,1,0,1,1,1,0,0
chime,1,1,1,1,0,0,0,0
chimpanzee,1,1,1,1,1,0,1,1
chin,0,0,1,1,1,1,0,1
chip,0,1,1,1,1,1,0,1
chipmunk,0,1,1,1,1,0,0,0
chips,1,1,1,1,1,1,0,1
chisel,0,0,1,1,1,0,0,1
chocolate,1,1,1,1,1,1,0,0
choir,1,1,0,1,1,0,1,0
choke,1,0,0,0,0,0,1,1
choked,1,0,0,1,1,1,0,1
choose,1,1,1,0,0,1,1,0
choral,0,1,1,0,0,0,1,0
chord,1,1,1,1,1,0,0,0
chose,0,1,1,0,0,1,1,0
Christmas,1,1,1,1,1,1,1,0
chubby,0,0,0,1,1,1,1,1
chunk,0,0,0,1,0,0,0,1
church,0,0,0,1,1,0,1,1
chute,1,1,1,1,1,0,0,0
cigar,1,0,1,1,1,0,0,1
cigarette,1,0,0,1,1,1,0,1
cinema,1,1,1,1,1,1,1,0
circle,0,1,0,1,1,1,0,0
circuit,0,0,0,1,0,0,0,1
circular,0,1,0,1,1,1,0,0
circulate,0,1,1,0,0,0,1,0
circulation,1,1,1,0,0,1,1,1
circumstances,0,0,0,0,0,1,1,0
circus,1,1,0,1,1,1,1,0
citation,0,1,0,0,0,0,0,1
cite,0,0,0,0,0,0,0,0
city,1,1,0,1,1,1,1,1
civilian,0,1,0,1,1,0,1,1
civilization,1,1,1,0,0,0,1,1
civilized,0,1,1,0,0,1,1,0
clam,0,1,1,1,1,0,0,0
clan,0,1,0,1,0,0,1,1
clarinet,0,1,1,1,1,0,0,0
class,0,0,0,0,1,1,1,0
class (school),0,1,0,1,1,1,1,0
class (status),0,0,0,0,0,1,1,0
classical,1,1,0,0,0,1,1,0
classify,0,1,1,0,0,0,0,0
clause,0,0,0,0,0,0,0,1
claw,1,0,0,1,1,1,0,1
claws,1,0,0,1,1,0,0,0
claymore,0,0,0,1,0,0,1,1
clean,1,1,1,1,1,1,1,0
cleaner,0,0,0,1,1,1,0,0
cleaner (maid),0,0,0,1,1,1,0,0
cleaner (more clean),1,1,1,0,0,1,1,0
clear,1,1,1,0,0,1,0,0
clergy,0,0,0,1,1,0,1,1
clever,1,1,1,0,0,1,1,0
click,0,0,1,1,1,1,0,1
client,0,0,1,0,0,0,0,0
cliff,1,0,0,1,1,0,1,1
climate,1,1,0,0,0,1,1,0
climax,1,1,1,0,0,1,1,0
climb,1,1,1,1,1,1,1,1
climber,0,1,1,1,1,0,1,1
cling,0,0,0,0,0,0,0,0
clingy,0,0,0,0,0,0,0,0
cloak,0,1,1,1,1,0,0,1
clock,0,1,0,1,1,1,0,0
clone,1,0,0,0,0,0,1,1
close,0,0,0,0,0,1,0,0
close (near),0,1,0,0,0,1,0,0
close (stairwell),0,0,0,1,1,0,0,0
closure,0,1,1,0,0,0,1,0
cloth,0,1,1,1,1,1,0,0
clothes,1,1,1,1,1,1,0,0
clothing,1,1,1,1,1,1,0,0
cloud,0,1,0,1,1,1,1,0
cloud (sky),1,1,0,1,1,1,1,0
cloud (spoil),0,0,0,0,0,0,0,0
cloudy,0,0,0,1,1,1,1,0
clove,0,1,0,1,1,0,0,0
clover,0,1,1,1,1,0,0,0
clown,0,0,0,1,1,0,0,1
club,1,1,1,1,1,1,1,1
club (card suit),0,1,1,1,1,0,0,1
club (disco),1,1,1,1,1,1,1,0
club (hit),1,0,0,1,1,0,1,1
club (organisation),1,1,1,1,1,1,1,1
club (tool),0,0,1,1,1,0,0,1
clue,1,1,1,0,0,1,0,0
clueless,0,0,0,0,0,1,0,0
clumsy,0,0,0,0,0,1,1,0
cluster,0,0,0,0,0,0,0,0
clutch,0,0,1,1,1,0,0,0
clutch (bag),0,1,0,1,1,0,0,0
clutch (car),0,0,1,1,1,1,0,1
clutch (grab),1,0,0,0,1,0,0,0
clutter,0,0,0,1,1,1,0,0
coach,0,1,1,1,1,0,1,1
coach (bus),0,1,0,1,1,1,1,1
coach (trainer),1,1,0,1,1,1,1,1
coarse,0,0,0,0,0,0,0,1
coast,1,1,1,1,1,1,1,0
coast (beach),1,1,1,1,1,1,1,0
coast (glide),0,1,1,0,0,0,1,0
coaster,0,1,0,1,1,0,0,0
coat,0,1,1,1,1,1,0,0
coat (cover),0,1,1,1,1,1,0,0
coat (jacket),0,1,1,1,1,1,0,1
cobble,0,0,0,1,1,0,0,1
cock,1,0,1,1,1,1,0,1
cock (bird),0,1,1,1,1,0,0,1
cock (dick),1,0,1,1,1,1,0,1
cock (tilt),0,0,1,0,0,0,0,1
cockerel,0,0,1,1,1,0,0,1
cockney,0,0,0,0,0,0,0,1
cockroach,1,0,0,1,1,0,0,1
cocktail,1,1,1,1,1,1,0,0
cod,0,0,0,1,1,1,0,1
code,0,0,1,1,0,0,0,1
coerce,1,0,0,0,0,0,1,1
coffee,1,1,1,1,1,1,0,0
coffin,0,0,0,1,1,0,1,1
coin,0,1,1,1,1,1,0,1
coke,0,1,0,1,1,1,0,1
coke (coal),0,0,1,1,1,0,0,1
coke (cocaine),0,0,0,1,1,0,0,1
coke (cola),1,1,1,1,1,1,0,1
cola,0,1,1,1,1,1,0,1
cold,0,0,0,1,1,1,0,1
cold (illness),0,0,0,1,1,1,0,0
cold (temperature),1,0,0,0,0,1,0,1
collage,0,1,1,1,1,0,1,0
collar,0,0,0,1,1,1,0,1
collate,0,1,1,0,0,0,1,0
collect,0,1,1,0,0,1,0,0
college,1,1,1,1,1,1,1,1
colonel,0,1,1,1,1,0,1,1
colony,0,0,1,1,0,0,1,1
colour,1,1,1,1,1,1,1,0
column,0,1,1,1,1,0,1,1
comb,0,1,1,1,1,1,0,0
combat,1,0,1,1,0,0,1,1
combatant,1,0,1,1,0,0,1,1
combustion,1,0,0,1,0,0,1,1
comedian,1,1,1,1,1,1,0,1
comedy,1,1,1,0,0,1,1,1
comet,1,1,0,1,1,0,1,1
comfort,0,1,1,0,0,1,1,0
comfortable,0,1,1,0,0,1,1,0
comma,0,1,0,1,1,1,0,0
command,1,0,1,0,0,0,1,1
commander,1,1,1,1,1,0,1,1
commanding,1,1,1,0,0,1,1,1
comment,0,1,1,0,0,1,0,0
committee,0,1,0,1,0,1,1,0
common,0,0,0,0,0,1,1,1
communication,1,1,1,0,0,1,1,0
compare,0,1,1,0,0,1,0,0
comparison,0,0,1,0,0,1,1,1
compass,0,1,1,1,1,0,0,1
compete,1,1,1,0,0,1,1,1
competence,1,1,1,0,0,0,1,0
competent,1,1,1,0,0,0,1,1
competition,1,1,1,0,0,1,1,1
complement,1,1,1,0,0,1,1,0
complete,1,1,1,0,0,1,1,0
complex,1,0,0,0,0,1,1,0
complex (behaviour),1,0,1,0,0,0,1,0
complex (buildings),0,0,1,1,1,0,1,1
complex (difficult),1,0,0,0,0,1,1,1
complicated,1,0,0,0,0,1,1,0
compliment,1,1,1,0,0,1,1,0
compose,0,1,1,0,0,0,1,0
composer,0,1,1,1,1,1,1,1
compute,0,1,1,0,0,0,1,1
computer,0,1,1,1,1,1,0,1
comrade,1,1,1,0,0,0,1,1
conceal,1,0,0,0,0,0,0,0
concealed,0,0,0,0,0,0,0,0
concentrate,0,1,1,0,0,1,1,0
concept,1,1,1,0,0,1,1,1
conceptual,1,1,1,0,0,0,1,0
concert,1,1,1,1,1,1,1,0
conclude,0,1,1,0,0,1,0,1
conclusion,0,1,1,0,0,1,1,1
concoct,1,0,1,0,0,0,0,1
concoction,1,1,1,0,0,0,0,0
concrete,0,1,1,1,1,1,1,1
condemn,0,0,0,0,0,0,1,1
condescend,0,0,0,0,0,1,0,1
condescending,0,0,0,0,0,0,0,1
conductor,0,1,0,1,1,0,0,1
confer,0,1,1,0,0,0,0,0
conference,0,0,1,1,1,0,1,1
confess,1,0,0,0,0,1,1,0
confetti,1,1,1,1,1,0,0,0
confide,1,1,1,0,0,0,1,0
confidence,1,1,1,0,0,1,1,1
confident,1,1,1,0,0,1,1,1
confirm,0,1,1,0,0,1,1,0
confirmation,0,1,1,0,0,1,1,0
conform,0,0,0,0,0,0,1,0
conformity,0,0,0,0,0,0,1,0
confuse,0,0,0,0,0,1,1,0
confused,0,0,0,0,0,1,1,0
confusion,1,0,0,0,0,1,1,0
connect,0,1,1,0,0,1,1,0
connection,1,1,1,0,0,1,1,0
connoisseur,1,1,1,0,0,0,1,1
conquer,1,0,1,0,0,0,1,1
conqueror,1,0,1,1,1,0,1,1
conquest,1,1,1,0,0,0,1,1
consent,0,1,1,0,0,1,1,0
console,1,1,0,0,0,0,1,0
consonant,0,1,1,0,0,0,0,1
construction,0,1,1,1,1,0,1,1
consult,0,1,0,0,0,0,1,0
contain,0,0,0,0,0,1,1,1
container,0,1,0,1,1,1,0,0
contempt,1,0,1,0,0,0,1,0
contend,0,0,1,0,0,0,1,1
contender,1,1,1,0,0,0,1,1
content,0,1,0,0,0,1,1,0
content (contents),0,1,1,0,0,1,1,0
content (happy),1,1,1,0,0,1,1,0
contents,0,1,1,1,0,1,0,0
context,0,1,0,0,0,1,1,0
continent,0,1,1,1,1,1,1,1
continental,0,1,0,0,0,0,1,0
contract,0,0,0,1,1,1,0,1
contract (agreement),0,0,0,1,0,1,1,1
contract (catch),0,0,0,0,0,0,0,1
contribute,1,1,1,0,0,1,1,0
contribution,1,1,1,0,0,1,1,0
convene,0,1,1,0,0,0,0,1
convener,0,1,1,1,0,0,1,1
convent,0,0,0,1,0,0,1,0
convention,0,0,0,0,0,0,1,1
convert,0,0,0,0,0,0,0,0
convict,1,0,0,1,0,0,1,1
conviction,1,0,0,0,0,0,1,1
convoy,0,0,0,1,1,0,1,1
cook,1,1,1,1,1,1,1,0
cooker,0,1,1,1,1,1,0,0
cool,1,1,1,0,0,1,0,1
cool (popular),1,1,1,0,0,1,1,1
cool (temperature),0,0,0,0,0,1,0,0
cooperate,0,1,0,0,0,1,1,0
copy,0,0,0,0,0,1,0,1
coral,1,1,1,1,1,0,1,0
cord,0,0,0,1,1,0,0,0
core,1,1,1,0,0,0,0,1
cork,0,1,1,1,1,1,0,1
corn,0,1,1,1,1,1,0,1
corn (foot),0,0,0,1,1,0,0,0
corn (maize),0,1,1,1,1,1,0,0
corner,0,0,0,1,1,1,0,1
corner (edge),0,0,1,1,1,1,0,1
corner (surround),0,0,0,0,0,0,0,1
cornered,1,0,0,0,0,0,0,1
cornflour,0,0,0,1,1,0,0,0
corporation,0,0,0,1,0,0,1,1
corpse,1,0,0,1,1,0,0,1
corridor,0,0,0,1,1,1,1,1
corrupt,0,0,0,0,0,0,1,1
cortex,0,1,1,1,0,0,0,1
cost,1,0,0,0,0,1,1,0
costly,0,0,0,0,0,1,1,0
costume,1,1,1,1,1,1,1,0
cosy,1,1,1,0,1,1,0,0
cottage,0,1,0,1,1,1,1,0
cotton,0,1,0,1,1,1,0,0
couch,0,1,1,1,1,1,0,1
couch (express),0,0,1,0,0,0,0,1
couch (sofa),0,1,1,1,1,1,1,1
cough,0,0,0,1,1,1,0,1
councillor,0,0,0,1,1,0,1,0
counsellor,0,1,0,1,1,1,1,0
count,0,1,1,0,0,1,0,1
count (numbers),0,0,1,0,0,1,0,0
count (title),0,0,1,0,0,0,0,1
counter,0,0,1,1,1,0,0,0
counter (keeping account),0,0,0,0,0,0,0,1
counter (oppose),0,0,1,0,0,0,1,1
counter (worktop),0,1,1,1,1,1,0,1
country,0,1,1,1,1,1,1,1
county,0,1,0,1,1,0,1,1
coup,0,0,0,0,0,0,0,1
couple,1,1,1,1,1,1,1,0
couple (a few),0,1,1,0,1,1,0,0
couple (romantic pair),1,1,1,1,1,1,1,0
courage,1,1,1,0,0,1,1,1
courageous,1,1,1,0,0,0,1,1
course,0,0,0,0,0,1,1,1
course (class),0,1,0,1,0,1,1,0
course (path),0,1,1,0,1,0,1,1
court,1,0,0,1,1,1,1,1
court (law),0,0,0,1,1,1,1,1
court (sport),0,1,1,1,1,0,1,1
court (woo),1,1,1,0,0,0,1,0
courtship,1,1,1,0,0,0,1,0
courtyard,0,1,0,1,1,0,1,0
cover,0,1,0,0,0,1,0,0
covert,0,0,1,0,0,0,0,1
cow,0,1,0,1,1,1,1,0
coward,0,0,0,0,0,0,0,1
cowardice,0,0,0,0,0,0,0,1
cowardly,0,0,0,0,0,0,0,1
cowboy,1,1,1,1,1,0,0,1
cowboy (reckless),1,0,1,0,0,0,1,1
cowboy (wild west),1,1,1,1,1,1,1,1
crab,0,0,0,1,1,1,0,1
crab (cranky person),0,0,0,0,1,0,1,1
crab (shellfish),0,1,1,1,1,1,0,1
cradle,0,1,0,1,1,0,0,0
craft,1,1,1,0,0,0,0,0
craft (skill),1,1,1,0,0,0,1,1
craft (vessel),0,1,1,1,1,0,1,1
crag,0,0,0,1,0,0,0,1
cranium,1,1,1,1,1,0,0,1
crank,0,0,1,0,0,0,0,1
crank (grouch),0,0,0,0,0,0,0,1
crank (winch),0,0,1,1,0,0,0,1
crap,0,0,0,0,1,1,0,1
crash,1,0,0,1,1,1,1,1
crater,0,0,0,1,1,0,1,1
crawl,0,0,0,1,1,1,0,0
crayon,0,1,1,1,1,1,0,0
crazy,1,0,0,0,0,1,1,0
cream,0,1,1,1,1,1,0,0
create,1,1,1,0,0,1,1,0
creator,1,1,1,0,0,1,1,1
creature,1,1,1,1,1,1,0,1
credit,0,1,1,0,0,1,1,0
credit (money),1,1,1,1,0,1,1,1
credit (praise),1,1,1,0,0,0,1,0
creek,0,0,0,1,1,0,1,1
creep,1,0,0,0,0,0,0,1
crest,0,1,1,1,1,0,0,1
crevice,0,0,0,1,1,0,0,0
cricket,0,0,0,1,1,0,0,1
cricket (insect),0,0,1,1,1,0,0,1
cricket (sport),0,1,0,1,1,1,0,1
crime,1,0,0,1,1,1,1,1
criminal,1,0,0,1,1,0,1,1
crisis,1,0,0,0,0,1,1,1
crisp,1,1,1,1,1,1,0,1
crisp (chip),0,1,1,1,1,1,0,1
crisp (sharp),1,1,1,0,0,0,0,1
critic,0,0,0,0,0,0,1,1
criticism,1,0,0,0,0,1,1,1
criticize,1,0,0,0,0,1,1,1
crocodile,1,0,0,1,1,1,1,1
crook,1,0,0,0,0,0,1,1
crook (criminal),1,0,0,1,1,0,1,1
crook (stick),0,0,0,1,1,0,0,1
crop,0,1,1,1,1,0,0,1
crops,0,1,0,1,1,0,1,1
cross,0,0,1,1,1,1,0,1
cross (an object),0,0,0,1,1,0,0,0
cross (annoyed),1,0,1,0,0,1,1,0
cross (offend),1,0,0,0,0,0,1,1
cross (pass),0,0,1,0,0,0,0,1
crossbow,0,0,1,1,1,0,0,1
crossed,0,0,0,0,0,1,0,1
crow,0,0,1,1,1,1,0,1
crowd,1,0,0,1,1,1,1,1
crown,1,1,1,1,1,0,0,0
crucifix,1,0,0,1,1,0,0,1
crucify,1,0,0,0,0,0,1,1
crude,1,0,0,0,0,0,0,1
cruel,0,0,0,0,0,1,1,1
cruise,1,1,1,1,1,0,1,0
crumb,0,0,0,1,1,1,0,0
crumble,0,0,0,0,1,0,0,0
crunch,1,0,1,0,0,1,0,1
crunchy,1,1,1,1,1,1,0,1
crush,1,0,0,0,0,1,1,0
crushed,1,0,0,0,1,1,1,1
crust,0,0,0,1,1,1,0,1
crutch,0,0,0,1,1,0,0,1
cry,1,0,0,1,1,1,0,0
cry (shout),1,0,0,1,1,1,1,0
cry (weep),1,0,0,1,1,1,1,0
crying,1,0,0,1,1,1,1,0
crystal,1,1,1,1,1,0,0,0
cube,0,0,0,1,1,1,0,1
cuddle,1,1,0,1,1,1,0,0
cues,0,0,0,0,0,0,0,1
cues (prompts),0,0,0,0,0,0,0,0
cues (snooker),0,1,1,1,1,0,0,1
cuisine,1,1,1,1,1,0,0,0
cultural,1,1,0,0,0,1,1,0
culture,1,1,0,0,0,1,1,0
cunning,1,0,1,0,0,0,1,1
cunt,1,0,0,0,0,0,1,0
cup,0,1,1,1,1,1,0,0
curb,0,0,0,1,1,0,0,1
cure,1,1,1,0,0,1,1,0
curious,1,1,1,0,0,1,1,0
currant,0,1,1,1,1,0,0,0
currency,1,1,0,0,1,0,1,1
current,1,1,1,0,0,1,1,0
curry,1,1,1,1,1,1,0,1
curse,1,0,0,0,0,0,1,1
curtain,0,1,0,1,1,1,0,0
cushion,0,1,0,1,1,1,0,0
custom,0,1,1,0,0,1,0,1
cut,0,0,0,1,1,1,0,1
cut (clip),0,0,1,1,1,0,0,1
cut (of meat),0,1,1,1,1,0,0,1
cut (share),0,1,0,0,0,0,0,0
cut (wound),1,0,0,1,1,1,0,1
cute,1,1,0,0,1,1,0,0
cycle,0,1,1,1,1,1,0,1
cyclone,1,0,0,1,1,0,1,1
cymbals,1,1,1,1,1,0,0,1
cynical,0,0,1,0,0,0,1,1
Dad,1,1,0,1,1,1,1,1
daffodil,1,1,1,1,1,1,0,0
dagger,1,0,0,1,1,0,0,1
daisy,0,1,0,1,1,1,0,0
damage,0,0,0,0,1,1,1,1
damaged,0,0,0,0,0,1,1,1
Dame,0,1,1,1,1,0,1,0
damp,0,0,0,1,0,1,0,0
damsel,1,0,0,1,1,0,0,0
dance,1,1,1,1,1,1,1,0
dancer,1,1,1,1,1,1,0,0
dancing,1,1,1,1,1,1,1,0
dandruff,0,0,0,1,1,0,0,1
danger,1,0,0,0,0,1,1,1
dangerous,1,0,0,0,0,1,1,1
dangle,0,0,0,0,0,0,0,0
dapper,1,1,1,0,0,0,0,1
dare,1,0,1,0,0,1,1,1
dark,0,0,0,0,1,1,1,1
darkness,1,0,0,1,1,1,1,1
darling,1,1,1,0,0,1,0,0
data,0,0,0,1,0,1,1,1
date,1,1,1,0,1,1,0,0
date (calendar),0,0,0,1,1,1,0,0
date (fruit),0,1,1,1,1,0,0,0
date (romantic),1,1,1,0,1,1,1,0
daughter,0,1,0,1,1,1,1,0
dawn,1,1,1,1,1,0,1,0
daybreak,1,1,0,0,1,0,1,0
daylight,1,1,1,1,1,1,1,0
daze,0,0,0,0,0,0,0,0
dazzle,1,1,1,0,0,1,1,0
dead,0,0,0,1,1,1,1,1
deaf,0,0,0,1,0,1,1,0
deal,0,1,1,0,0,1,1,1
deal (bargain),1,1,1,0,0,1,1,1
deal (playing cards),1,1,1,1,1,1,0,1
deal (with),0,0,1,0,0,1,1,1
dear,1,1,1,0,0,1,0,0
death,1,0,0,0,0,1,1,1
debacle,1,0,0,0,0,0,1,1
debt,0,0,0,0,0,1,1,1
debtor,0,0,0,1,0,0,1,1
decadent,1,1,1,0,0,0,1,0
decay,0,0,0,0,1,0,0,1
deceit,0,0,0,0,0,0,1,1
deceive,0,0,0,0,0,1,1,1
decent,1,1,1,0,0,1,1,1
deception,1,0,0,0,0,0,1,1
deck,0,1,1,1,1,0,0,1
deck (cards),0,1,1,1,1,1,0,1
deck (ship),0,1,1,1,1,0,1,1
declare,1,1,1,0,0,0,1,1
decompose,0,0,0,1,1,0,0,1
decorate,1,1,1,0,0,1,1,0
decoration,1,1,1,1,1,1,0,0
decorator,0,1,1,1,1,1,0,1
decree,0,0,1,0,0,0,0,1
deduct,0,0,0,0,0,0,0,1
deduction,1,1,1,0,0,0,0,1
deed,0,1,1,0,0,0,0,1
deep,1,1,0,0,0,1,1,0
deer,0,1,1,1,1,1,0,0
defame,0,0,0,0,0,0,0,1
defeat,0,0,0,0,0,0,1,1
defiant,1,0,1,0,0,0,1,1
define,0,1,1,0,0,1,0,0
definition,0,1,0,0,0,1,0,0
deformed,1,0,0,1,1,0,1,1
defy,1,0,1,0,0,1,1,1
dejected,0,0,0,0,0,0,0,0
delay,0,0,0,0,0,1,1,0
delicious,1,1,1,0,0,1,1,0
delight,1,1,1,0,0,1,1,0
delighted,1,1,1,0,0,1,1,0
delightful,1,1,1,0,0,1,1,0
delirium,1,0,0,0,0,0,1,0
delude,0,0,0,0,0,0,1,0
deluded,0,0,0,0,0,0,1,0
deluge,0,0,0,0,0,0,0,1
democracy,1,1,1,0,0,1,1,1
democratic,0,1,1,0,0,0,1,1
demolish,1,0,1,1,1,1,1,1
demon,1,0,0,0,1,1,1,1
dense,0,0,0,0,0,0,1,1
dentist,1,0,0,1,1,1,0,1
depress,0,0,0,0,0,1,1,0
depressed,0,0,0,0,0,1,1,0
depression,0,0,0,0,0,1,1,0
derelict,0,0,0,0,1,0,1,1
descend,0,0,0,0,0,0,0,1
descent,0,0,0,0,0,0,0,1
describe,0,1,1,0,0,1,0,0
description,0,1,1,0,0,1,1,0
desert,1,0,0,1,1,1,1,0
deserve,1,1,1,0,0,1,1,0
deserving,1,1,1,0,0,0,1,0
design,0,1,1,0,0,1,1,0
designer,1,1,1,0,0,1,0,0
desirable,1,1,1,0,0,1,1,0
desire,1,1,1,0,0,1,1,0
desk,0,0,0,1,1,1,0,1
desks,0,1,0,1,1,1,0,1
desolate,0,0,0,0,0,0,1,1
despair,0,0,0,0,0,0,1,0
desperate,1,0,0,0,0,1,1,0
desperation,0,0,0,0,0,0,1,0
despise,1,0,1,0,0,0,1,1
dessert,1,1,1,1,1,1,0,0
destination,1,1,1,0,0,1,1,1
destiny,1,1,0,0,0,1,1,0
destroy,1,0,1,0,0,1,1,1
destroyer,0,0,0,0,0,0,1,1
destruction,1,0,1,0,1,0,1,1
